"","영화명","개봉일","누적관객수","스크린수","상영횟수","대표국적","배급사","17371"
"6110","인터스텔라","41949","10309432","1","2","미국","워너브러더스 코리아(주)",2017-09-25
"6111","어메이징 메리","43012","876","5","5","미국","이십세기폭스코리아(주)",2017-09-25
"6112","구세주: 리턴즈","42992","6151","10","30","한국","(주)박수엔터테인먼트",2017-09-25
"6113","매혹당한 사람들","42984","53509","8","30","미국","유니버설픽쳐스인터내셔널 코리아(유)",2017-09-25
"6114","십자포화",NA,"690","1","12","미국",NA,2017-09-25
"6115","덩케르크","42936","2786937","2","4","미국","워너브러더스 코리아(주)",2017-09-25
"6116","혹성탈출: 종의 전쟁","42962","2050445","5","31","미국","이십세기폭스코리아(주)",2017-09-25
"6117","인디애니페스트2017 국내 파노라마 - 위로공감",NA,"637","2","6","한국",NA,2017-09-25
"6118","군함도","42942","6591775","7","28","한국","씨제이이앤엠(주)",2017-09-25
"6119","직지코드","42914","10639","1","2","한국","(주)엣나인필름",2017-09-25
"6120","꽃피는 편지+페루자+여름의 출구+동백꽃이 피면",NA,"591","3","5","한국",NA,2017-09-25
"6121","기인들",NA,"2674","1","15","미국",NA,2017-09-25
"6122","몬스터 섬의 비밀","42985","26669","25","62","멕시코","(주)박수엔터테인먼트",2017-09-25
"6123","트윈 픽스","34783","630","4","16","미국","(주)영화사 안다미로",2017-09-25
"6124","위시 어폰","42936","55569","20","50","미국","(주)이수C&E",2017-09-25
"6125","나, 다니엘 블레이크","42712","95758","2","3","영국","(주)영화사 진진",2017-09-25
"6126","블레이드 러너 2049","43020","406","1","1","미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2017-09-25
"6127","순수의 시대","42068","470308","1","4","한국","씨제이이앤엠(주)",2017-09-25
"6128","딥","43011","3135","2","3","스페인","(주)이수C&E",2017-09-25
"6129","미스 유 올레디","43011","386","2","2","영국","(주)디스테이션",2017-09-25
"6130","나의 엔젤","43020","376","2","3","프랑스","CGV아트하우스",2017-09-25
"6131","데이빗 린치: 아트 라이프","42999","1042","12","55","미국","(주)에스와이코마드",2017-09-25
"6132","치어 댄스","42999","1960","58","158","일본","와이드 릴리즈(주)",2017-09-25
"6133","다크 나이트 라이즈","41109","6399303","1","3","미국","워너브러더스 코리아(주)",2017-09-25
"6134","라스트 모히칸","33936","5632","23","54","미국","(주)영화사오원",2017-09-25
"6135","로스트 하이웨이","35560","915","4","14","미국","(주)영화사 안다미로",2017-09-25
"6136","라라랜드","42711","3509430","3","9","미국","판씨네마(주)",2017-09-25
"6137","소나기","42978","9737","9","35","한국","(주)리틀빅픽쳐스",2017-09-25
"6138","시니어 재즈 밴드","43009","322","1","5","일본","(주)에이앤비픽쳐스",2017-09-25
"6139","딥워터 호라이즌","42760","101303","1","2","미국","메가박스(주)플러스엠",2017-09-25
"6140","호비와 무지개 오아시스 대모험","42985","15463","10","53","일본","(주)머스트씨무비릴리징컴퍼니",2017-09-25
"6141","대장 부리바","26844","12292","1","6","미국",NA,2017-09-25
"6142","성춘향","22309","7965","1","8","한국",NA,2017-09-25
"6143","히든 아이덴티티","43020","296","2","2","미국","(주)드림팩트엔터테인먼트",2017-09-25
"6144","아수라","42641","2594420","1","2","한국","씨제이이앤엠(주)",2017-09-25
"6145","장산범","42964","1306136","5","35","한국","(주)넥스트엔터테인먼트월드(NEW)",2017-09-25
"6146","인디애니페스트2017 아시아로1",NA,"306","2","4","기타",NA,2017-09-25
"6147","내게 남은 사랑을","43041","274","1","1","한국","(주)비엠컬쳐스",2017-09-25
"6148","브라보! 재즈 라이프","40528","5010","1","25","한국","KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2017-09-25
"6149","콰이강의 다리","22953","10884","1","5","미국",NA,2017-09-25
"6150","로마의 휴일","42977","134827","5","25","한국","메가박스(주)플러스엠",2017-09-25
"6151","더 헌트","41298","36503","4","4","덴마크","(주)엣나인필름,씨너스엔터테인먼트(주)",2017-09-25
"6152","배드 지니어스","43041","247","1","1","태국","(주)팝엔터테인먼트",2017-09-25
"6153","멋진 인생",NA,"6165","1","9","미국",NA,2017-09-25
"6154","미스 프레지던트","43034","1144","2","2","한국","(주)인디플러그",2017-09-25
"6155","하오의 연정",NA,"7923","1","6","미국",NA,2017-09-25
"6156","초원의 빛","26376","17166","1","4","미국",NA,2017-09-25
"6157","창문 넘어 도망친 100세 노인","41808","241602","1","1","스웨덴","(주)영화사 빅",2017-09-25
"6158","이레이저 헤드","35259","901","3","12","영국","(주)영화사 안다미로",2017-09-25
"6159","귀향, 끝나지 않은 이야기","42992","14488","21","51","한국","커넥트픽쳐스(주)",2017-09-25
"6160","마더!","43027","208","1","1","미국","롯데쇼핑㈜롯데엔터테인먼트",2017-09-25
"6161","슈퍼배드 3","42942","3324857","2","8","미국","유니버설픽쳐스인터내셔널 코리아(유)",2017-09-25
"6162","성 프란치스코","43020","185","1","1","프랑스","찬란",2017-09-25
"6163","삼등과장",NA,"1076","1","8","한국",NA,2017-09-25
"6164","이도메네오","42980","775","8","14","미국","(주)인스터피씨엠",2017-09-25
"6165","로엔그린","42974","1142","10","17","독일","(주)케빈앤컴퍼니",2017-09-25
"6166","꿈",NA,"1666","1","4","한국",NA,2017-09-25
"6167","나는 내일, 어제의 너와 만난다","43020","151","1","1","일본","(주)디스테이션",2017-09-25
"6168","교주전: 천공의 눈","42999","169","6","11","중국","주식회사 풍경소리",2017-09-25
"6169","인디애니페스트2017 새벽비행1",NA,"188","1","1","한국",NA,2017-09-25
"6170","스파이 게임","42992","15976","3","17","영국","메가박스(주)플러스엠",2017-09-25
"6171","작은 엄마","43006","139","20","20","한국","(주)영화사 사계절",2017-09-25
"6172","다윗과 밧세바",NA,"4149","1","3","미국",NA,2017-09-25
"6173","빅풋 주니어","42956","320329","1","15","벨기에","(주)이수C&E",2017-09-25
"6174","동거:친구의 여자친구","43006","128","20","20","한국","즐감",2017-09-25
"6175","플랜 비","43027","126","1","1","스페인","글뫼 주식회사",2017-09-25
"6176","국제시장","41990","14262498","2","3","한국","씨제이이앤엠(주)",2017-09-25
"6177","빌리 엘리어트","36938","25073","1","3","영국","(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)",2017-09-25
"6178","발레리안: 천 개 행성의 도시","42977","510347","3","11","프랑스","판씨네마(주)",2017-09-25
"6179","스팔타카스","27052","3756","1","2","미국",NA,2017-09-25
"6180","매직울프","43011","3186","1","1","러시아","(주)박수엔터테인먼트",2017-09-25
"6181","인디애니페스트2017 기록되지 않은 것의 기록, 애니메이티드 다큐멘터리",NA,"127","1","1","기타",NA,2017-09-25
"6182","빈센트 반 고흐 : 새로운 시선","42971","6879","3","7","영국","메가박스(주)",2017-09-25
"6183","제인 구달","41970","3251","1","2","독일","오드",2017-09-25
"6184","케이지 다이브","42999","978","13","52","호주","(주)드림팩트엔터테인먼트",2017-09-25
"6185","만추","30010","1342","1","4","한국",NA,2017-09-25
"6186","마음의 등불",NA,"3498","1","9","미국",NA,2017-09-25
"6187","모던 타임즈","32326","6497","1","8","미국","(주)엣나인필름",2017-09-25
"6188","위대한 독재자","32466","2289","1","6","미국","(주)엣나인필름,㈜영화사 백두대간",2017-09-25
"6189","근거리 연애","42988","192","1","1","일본","(주)엔케이컨텐츠",2017-09-25
"6190","포켓에 가득찬 행복",NA,"1319","1","6","미국",NA,2017-09-25
"6191","콜럼버스","43209","91","1","1","미국","(주)영화사오원",2017-09-25
"6192","로마서 8:37","43055","90","1","1","한국","(주) 루스이소니도스",2017-09-25
"6193","아키라","42978","10572","6","14","일본","(주)삼지애니메이션,(주)에이원엔터테인먼트",2017-09-25
"6194","초행","43076","85","1","2","한국","(주)인디플러그",2017-09-25
"6195","죽음전의 키스",NA,"153","1","8","미국",NA,2017-09-25
"6196","샘",NA,"75","1","1","한국",NA,2017-09-25
"6197","8th FILM DABIN 프로젝트 : 이채은 배우전",NA,"70","1","1","한국",NA,2017-09-25
"6198","불온한 당신","42936","4729","1","2","한국","무브먼트",2017-09-25
"6199","백경","39522","5716","1","6","영국",NA,2017-09-25
"6200","비긴 어게인","41864","3432273","1","1","미국","판씨네마(주)",2017-09-25
"6201","예수는 역사다","42929","169253","2","13","미국","(재)CBS",2017-09-25
"6202","파리는 안개에 젖어","26453","91","1","3","프랑스",NA,2017-09-25
"6203","식스 데이 세븐 나잇","36022","61","1","1","미국",NA,2017-09-25
"6204","엘리제궁의 요리사","42082","22856","1","1","프랑스","판씨네마(주)",2017-09-25
"6205","밤섬해적단 서울불바다","42971","2270","3","9","한국","찬란",2017-09-25
"6206","텔미 하우 아이 다이","43006","60","1","1","미국","(주)제이에이와이이엔터테인먼트",2017-09-25
"6207","승풍파랑","42992","394","1","3","홍콩","(주)선익필름",2017-09-25
"6208","물랑루즈","37190","19592","1","1","미국","(주)프레인글로벌,이십세기폭스필름코퍼레이션",2017-09-25
"6209","런치박스","41739","14719","1","1","인도","(주)팝엔터테인먼트",2017-09-25
"6210","호수의 이방인",NA,"3009","1","3","프랑스","(주)영화사 진진",2017-09-25
"6211","예감은 틀리지 않는다","42957","41930","1","4","영국","CGV아트하우스",2017-09-25
"6212","비포 선셋","38282","126424","1","2","미국","THE 픽쳐스,워너브러더스 코리아(주)",2017-09-25
"6213","맥켄나의 황금",NA,"81","1","2",NA,NA,2017-09-25
"6214","그럼에도 불구하고","42971","1207","2","8","한국","영화배급협동조합 씨네소파",2017-09-25
"6215","스테잉 버티컬",NA,"480","1","2","프랑스",NA,2017-09-25
"6216","시네마 천국","33061","35731","2","3","프랑스","(주)팝엔터테인먼트",2017-09-25
"6217","사월의 끝","42992","476","2","10","한국","(주)비엠컬쳐스",2017-09-25
"6218","세 계의 문 - 문혜인 배우전",NA,"102","1","1","한국",NA,2017-09-25
"6219","워 웨곤",NA,"52","1","2",NA,NA,2017-09-25
"6220","해리슨 포드의 도망자","34223","40","1","1","미국",NA,2017-09-25
"6221","내겐 너무 귀여운 여인",NA,"40","1","1","프랑스",NA,2017-09-25
"6222","미드나잇 인 파리","41095","374512","1","1","미국","(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트",2017-09-25
"6223","카이: 거울 호수의 전설","42599","24977","1","10","한국","메가박스(주)플러스엠",2017-09-25
"6224","최후의 총잡이","27986","251","1","2","미국",NA,2017-09-25
"6225","9월 인디스데이",NA,"37","1","2","한국",NA,2017-09-25
"6226","올드마린보이","43041","95","1","2","한국","CGV아트하우스",2017-09-25
"6227","폭력의 씨앗","43041","78","1","1","한국","찬란",2017-09-25
"6228","아다 콜라우의 시장선거",NA,"37","1","1","스페인",NA,2017-09-25
"6229","제인 도","42970","23467","4","8","영국","오퍼스픽쳐스",2017-09-25
"6230","09월 수요단편극장- 양익준을 말한다",NA,"32","1","1","한국",NA,2017-09-25
"6231","길","42866","16910","1","3","한국","(주)더블앤조이픽쳐스",2017-09-25
"6232","버블 패밀리",NA,"110","1","1","한국",NA,2017-09-25
"6233","만신","41704","36535","1","1","한국","(주)엣나인필름",2017-09-25
"6234","신몽키킹: 여인천국","42999","47","5","29","중국","(주)케이알씨지",2017-09-25
"6235","용감한 자에게 안식은 없다",NA,"28","1","2","프랑스",NA,2017-09-25
"6236","올드보이","37946","308666","1","1","한국","쇼이스트(주),씨제이이앤엠(주)",2017-09-25
"6237","레옹","34748","45223","1","1","프랑스","(주)제이앤씨미디어그룹,(주)팝파트너스",2017-09-25
"6238","튼튼이의 모험","43272","27","1","1","한국","CGV아트하우스,㈜인디스토리",2017-09-25
"6239","페니 핀처","42977","7304","2","9","프랑스","주식회사 씨네룩스",2017-09-25
"6240","인디애니페스트2017 독립보행1",NA,"100","1","1","한국",NA,2017-09-25
"6241","무현, 두 도시 이야기 : 파이널 컷","42977","3431","3","4","한국","㈜인디스토리",2017-09-25
"6242","사랑스러운 로나",NA,"25","1","2","스웨덴",NA,2017-09-25
"6243","여수 밤바다",NA,"24","1","1","한국",NA,2017-09-25
"6244","원초적 본능","33747","22","1","3","미국",NA,2017-09-25
"6245","아토믹 블론드","42977","155368","1","2","미국","씨네그루(주)키다리이엔티",2017-09-25
"6246","로우","42952","1610","1","1","미국","유니버설픽쳐스인터내셔널 코리아(유)",2017-09-25
"6247","비포 미드나잇","41416","209465","1","1","미국","(주)팝엔터테인먼트",2017-09-25
"6248","비포 선라이즈","35154","57043","1","1","미국","(주)드림팩트엔터테인먼트",2017-09-25
"6249","터닝메카드W: 블랙미러의 부활","42753","429716","2","7","한국","씨네그루(주)키다리이엔티",2017-09-25
"6250","인디애니페스트2017 독립보행2",NA,"80","1","1","한국",NA,2017-09-25
"6251","당신과 함께한 순간들","43027","20","1","1","미국","(주)싸이더스,아이 엠",2017-09-25
"6252","파워배틀 와치카: 와치가면의 역습","42887","23572","2","6","한국","(주)삼지애니메이션",2017-09-25
"6253","사과","39737","58233","1","1","한국","영화사청어람(주)",2017-09-25
"6254","도주왕","41165","133","1","3","프랑스","(주)소나무픽쳐스",2017-09-25
"6255","완벽한 거짓말","42971","3555","1","3","프랑스","주식회사 디에스이이디",2017-09-25
"6256","해피뻐스데이","43048","20","1","1","한국","무브먼트",2017-09-25
"6257","용순","42894","13222","1","2","한국","롯데쇼핑㈜롯데엔터테인먼트",2017-09-25
