"","people","mv_name","screen","play_t","play_wk","re_open","top_country","record_month","record_date","month_week","top_sup"
"7593",178,"분신사바 3",7,31,2,0,0,"1",10,"2",0
"7594",581,"분장",11,16,11,0,1,"3",20,"3",0
"7595",2168,"분홍신",9,28,9,0,0,"4",5,"1",0
"7596",1098,"불곰영웅 밤세: 도둑들의 도시",55,191,6,0,0,"1",23,"4",0
"7597",249,"불꽃놀이 아래서 볼까? 옆에서 볼까?",2,4,2,0,1,"4",10,"2",0
"7598",1,"불량 경찰2 : 부정부패 소탕 작전",1,1,1,0,0,"4",12,"2",0
"7599",12,"불량공주 모모코",1,1,1,1,1,"1",9,"2",1
"7600",200,"불량변호사",1,1,1,0,1,"4",1,"1",0
"7601",1,"불량선생",1,1,1,0,1,"3",20,"3",0
"7602",17875,"불량소녀, 너를 응원해!",340,2683,10,0,1,"3",8,"2",0
"7603",1,"불량소녀와 모텔도전",1,1,1,0,1,"4",26,"4",0
"7604",133,"불로뉴 숲의 여인들",4,4,4,0,0,"4",1,"1",0
"7605",5,"불륜 : 친구의 아내를 탐하다",1,1,1,0,1,"2",25,"4",0
"7606",1,"불륜 고백 무삭제판",1,1,1,0,1,"2",2,"1",0
"7607",1,"불륜 동창회",1,1,1,0,1,"2",13,"2",0
"7608",10,"불륜 동창회: 선생님의 특별수업",1,1,1,0,1,"1",3,"1",0
"7609",54,"불륜 드라마 같은 내 인생",1,1,1,0,1,"1",12,"2",0
"7610",1,"불륜 발각 - 아내의 여행",1,1,1,0,1,"4",21,"3",0
"7611",1,"불륜 와이프와 맛있는 처녀",1,1,1,0,1,"4",24,"4",0
"7612",30,"불륜 중독: 남자들의 섹스 노리개",1,1,1,0,1,"3",10,"2",0
"7613",1,"불륜: 오피스와이프",1,1,1,0,1,"3",15,"3",0
"7614",125,"불륜가족",20,20,1,0,1,"2",8,"2",0
"7615",85,"불륜관계",18,84,4,0,0,"2",7,"1",0
"7616",1,"불륜녀의 정욕",1,1,1,0,1,"3",17,"3",0
"7617",1,"불륜녀의 황홀한 입맞춤",1,1,1,0,1,"4",29,"5",0
"7618",60,"불륜백서: 아내와 택배기사",1,1,1,0,1,"4",29,"5",0
"7619",60,"불륜백서: 아내의 피트니스 강사",1,1,1,0,1,"1",21,"3",0
"7620",1,"불륜사고-쌍방책임",1,1,1,0,1,"2",11,"2",0
"7621",1,"불륜수업-나쁜놀이",1,1,1,0,1,"4",14,"2",0
"7622",1,"불륜여행 - 몸을 포개며",1,1,1,0,1,"2",30,"5",0
"7623",1,"불륜의 오피스걸-유이",1,1,1,0,1,"2",6,"1",0
"7624",1,"불륜의 와이프-확인실화",1,1,1,0,1,"4",28,"4",0
"7625",1,"불륜의 유부녀",1,1,1,0,1,"2",4,"1",0
"7626",1,"불륜의 유혹",1,1,1,0,1,"2",22,"4",0
"7627",1,"불륜의 육체봉사",1,1,1,0,1,"3",3,"1",0
"7628",183,"불륜의 후예",20,20,1,0,1,"3",29,"5",0
"7629",1,"불륜의 후예 무삭제판",1,1,1,0,1,"4",9,"2",0
"7630",1,"불륜정사-뒷조사",1,1,1,0,1,"1",7,"1",0
"7631",1,"불륜조사보고서-실황",1,1,1,0,1,"3",8,"2",0
"7632",1,"불륜처 - 머리를 올려라",1,1,1,0,1,"4",4,"1",0
"7633",424,"불멸의 연인",7,19,7,1,1,"3",8,"2",0
"7634",14,"불멸의 이야기",2,2,2,0,0,"2",11,"2",0
"7635",290,"불빛 아래서",2,3,2,0,1,"1",23,"4",0
"7636",1958,"불안한 외출",23,93,8,0,1,"3",26,"4",0
"7637",701,"불온한 당신",12,21,12,0,1,"3",17,"3",0
"7638",71,"불의 날, 생명을 말하다",1,1,1,0,1,"1",28,"4",0
"7639",64,"불의 딸",2,4,2,1,1,"2",28,"4",0
"7640",55486,"불의 전차",284,2109,23,0,0,"4",26,"4",0
"7641",25,"불청객 - 반가운 손님",5,25,1,0,1,"3",29,"5",0
"7642",151,"불쾌한 이야기&알릭스의 사진&히에로니무스 보슈의 쾌락정원",4,4,4,0,0,"1",25,"4",0
"7643",26,"불타는 두리안의 강",2,2,2,0,0,"1",7,"1",0
"7644",53,"불타는 마약단",2,2,2,0,0,"1",23,"4",0
"7645",658,"불타는 전장",2,12,2,0,1,"1",3,"1",0
"7646",932412,"불한당: 나쁜 놈들의 세상",2420,37807,9,0,1,"1",27,"4",1
"7647",1,"붉게 발정난 색녀",1,1,1,0,1,"4",19,"3",0
"7648",947,"붉은 거북",21,37,3,0,0,"3",22,"4",0
"7649",160,"붉은 결혼식",5,5,5,0,0,"4",9,"2",0
"7650",310,"붉은 나비의 꿈",2,3,2,0,0,"2",22,"4",0
"7651",147,"붉은 돼지",2,2,2,1,1,"3",17,"3",0
"7652",8,"붉은 사원의 순종자들",2,3,2,0,1,"3",17,"3",0
"7653",0,"붉은 살의",2,2,2,0,1,"1",5,"1",0
"7654",2041,"붉은 수수밭",10,49,9,1,0,"1",7,"1",0
"7655",1,"붉은 알몸-격정사",1,1,1,0,1,"1",31,"5",0
"7656",13,"붉은 옷",3,4,3,0,0,"3",22,"4",0
"7657",108,"붓다 : 위대한 여정",8,36,2,0,1,"1",28,"4",0
"7658",167,"붕괴",5,6,5,0,1,"4",22,"4",0
"7659",7556,"붕붕 달려라 깜이",199,797,5,0,0,"1",10,"2",0
"7660",37,"뷰티 오브 더 데블",3,3,3,0,0,"4",15,"3",0
"7661",2054303,"뷰티 인사이드",2386,52686,30,0,1,"2",25,"4",1
"7662",13678,"뷰티풀 라이",102,1360,8,0,1,"1",5,"1",1
"7664",5937,"뷰티풀 프래니",153,1428,7,0,1,"1",10,"2",0
"7665",1,"브라더 콤플렉스",1,1,1,0,1,"1",25,"4",0
"7666",35,"브라더스",2,2,2,0,0,"2",25,"4",0
"7667",498,"브라바도스",3,10,3,0,1,"2",25,"4",0
"7668",245,"브라씨 부자의 맛있는 가업 잇기",4,7,3,0,0,"2",9,"2",0
"7669",49,"브레드레스",1,2,1,1,1,"2",29,"5",0
"7670",3968,"브레이브 하트",6,52,5,1,1,"3",24,"4",0
"7671",1,"브레이크",1,1,1,0,1,"1",25,"4",0
"7672",60,"브레이크다운",1,1,1,0,0,"3",1,"1",0
"7673",1250,"브로크백 마운틴",12,21,7,1,1,"4",21,"3",1
"7674",0,"브루크만 여성 노동자",1,1,1,0,0,"2",21,"3",0
"7675",51114,"브루클린",164,2150,13,0,0,"1",23,"4",0
"7676",26,"브루클린 보헤미안",1,2,1,0,1,"3",27,"4",0
"7677",35504,"브루클린의 멋진 주말",192,2097,14,0,1,"3",26,"4",0
"7678",33,"브룩클린의 나무 성장",3,3,3,0,1,"1",18,"3",0
"7679",820995,"브리짓 존스의 베이비",1966,30736,11,0,1,"3",1,"1",0
"7680",15025,"브링 홈: 아버지의 땅",79,547,11,0,1,"2",18,"3",0
"7681",848,"블라인드",20,79,7,0,0,"1",10,"2",0
"7682",2,"블랑섹의 기이한모험",2,3,2,1,0,"4",4,"1",0
"7683",14309,"블랙",113,604,10,1,0,"4",26,"4",0
"7684",1,"블랙 라이더",1,1,1,0,1,"3",10,"2",0
"7685",1,"블랙 로즈",1,1,1,0,0,"4",22,"4",0
"7686",204,"블랙 마운틴 컬리지",1,2,1,0,1,"3",22,"4",0
"7687",100,"블랙 앤 화이트",1,1,1,0,0,"4",29,"5",0
"7688",54,"블랙 앤 화이트: 던 오브 저스티스",1,1,1,0,0,"2",4,"1",0
"7689",116,"블랙 화이트 + 그레이",1,2,1,0,1,"3",22,"4",0
"7690",1353,"블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들",11,62,5,0,1,"1",14,"2",0
"7691",13130,"블랙버드",268,2007,4,0,1,"4",15,"3",0
"7692",60,"블랙번: 죽음의 숲",1,1,1,0,0,"1",7,"1",0
"7693",299,"블랙스톤",36,137,16,0,1,"3",26,"4",0
"7694",1,"블랙옵스 vs 좀비닌자",1,1,1,0,0,"1",7,"1",0
"7695",60,"블랙의 50가지 그림자",1,1,1,0,1,"3",29,"5",0
"7696",0,"블랙잭",2,2,2,1,1,"1",30,"5",0
"7697",175,"블랙피쉬",1,1,1,0,1,"3",17,"3",0
"7698",1,"블랙홀",1,1,1,0,1,"3",26,"4",0
"7699",12,"블러드 시스터즈",1,3,1,0,0,"3",17,"3",0
"7700",387,"블러드 심플",6,7,5,0,1,"4",1,"1",0
"7701",15,"블러디 선데이",1,1,1,1,0,"1",21,"3",0
"7702",11083,"블러바드",82,641,15,0,1,"2",6,"1",0
"7703",46977,"블레어 위치",360,3616,7,0,1,"3",10,"2",0
"7704",108,"블레이드 러너",2,3,2,0,0,"4",1,"1",0
"7705",157,"블루",3,5,3,1,0,"2",11,"2",0
"7706",1890,"블루 룸",27,166,7,0,0,"2",6,"1",0
"7707",245,"블루 발렌타인",5,7,5,1,1,"2",21,"3",0
"7708",5062,"블루 벨벳",55,351,7,1,1,"4",15,"3",0
"7709",333,"블루 스틸",1,11,1,0,1,"1",7,"1",0
"7710",340,"블루 재스민",7,17,5,1,1,"1",17,"3",0
"7711",772,"블루 하와이",3,27,3,0,0,"3",10,"2",0
"7712",37,"블루비어드의 여덞 번째 아내",3,3,3,0,1,"4",11,"2",0
"7713",72,"블루스 브라더스",3,3,3,1,1,"4",1,"1",0
"7714",8655,"블리드 포 디스",179,1647,6,0,1,"1",2,"1",0
"7715",80,"블리트",2,3,2,0,1,"1",30,"5",0
"7716",15201,"비거 스플래쉬",111,806,8,0,0,"2",21,"3",0
"7717",2705,"비긴 어게인",57,159,43,0,1,"4",1,"1",0
"7718",1,"비념",1,1,1,1,1,"1",4,"1",0
"7719",599,"비는 행운을 싣고",1,15,1,0,1,"3",22,"4",0
"7720",53,"비단 구두 1",2,2,2,0,0,"3",17,"3",0
"7721",45,"비단 구두 2",2,2,2,0,0,"3",17,"3",0
"7722",38,"비단 구두 3",2,2,2,0,0,"3",17,"3",0
"7723",1,"비디오 속 나의 비밀정사",1,1,1,0,1,"4",17,"3",0
"7724",1,"비디오 속 내 아내",1,1,1,0,1,"1",11,"2",0
"7725",313,"비련의 공주 엘리자베스",2,16,2,0,1,"2",15,"3",0
"7726",1,"비룡맹장",1,1,1,1,0,"2",21,"3",0
"7727",6,"비르: 위대한 전사",1,6,1,0,0,"4",1,"1",0
"7728",890,"비리디아나",2,15,2,0,0,"2",2,"1",0
"7729",50196,"비밀",383,5180,7,0,1,"3",1,"1",0
"7730",54,"비밀: 아내의 남자",1,1,1,0,1,"4",29,"5",0
"7731",57,"비밀객잔의 결투",15,57,3,0,0,"4",29,"5",0
"7732",0,"비밀과 거짓말",1,1,1,1,0,"1",25,"4",0
"7733",76,"비밀규칙",1,1,1,0,0,"1",2,"1",0
"7734",250835,"비밀은 없다",743,14750,17,0,1,"2",9,"2",1
"7735",10,"비밀정사:친구의 아빠",1,1,1,0,1,"1",10,"2",0
"7736",3518,"비바",86,589,6,0,0,"3",22,"4",0
"7737",1437,"비바 자파타",3,18,3,0,1,"3",3,"1",0
"7738",18829,"비비안 마이어를 찾아서",163,1061,27,0,1,"4",19,"3",0
"7739",965,"비상착륙",2,20,2,0,1,"1",7,"1",0
"7740",10,"비서실 여직원들과의 교환섹스",1,1,1,0,1,"2",9,"2",0
"7741",917,"비소와 낡은 레이스",2,12,2,0,1,"1",12,"2",0
"7742",240,"비숍스 와이프",1,6,1,0,0,"4",29,"5",0
"7743",1489,"비수",7,35,6,0,1,"2",4,"1",0
"7744",374,"비스마르크호를 격침하라",1,6,1,0,0,"4",23,"4",0
"7745",41,"비스타리, 히말라야",2,2,2,0,1,"2",30,"5",0
"7746",5,"비스티걸스",5,5,1,0,1,"1",20,"3",0
"7747",1792,"비애",7,47,7,0,1,"1",7,"1",0
"7748",185,"비야누에바, 악마라 불린 천재",1,3,1,0,0,"3",29,"5",0
"7749",127,"비에 젖은 욕정",1,7,1,0,1,"2",9,"2",0
"7750",4,"비엔나 미술사 박물관",1,1,1,0,0,"2",6,"1",0
"7751",464,"비오는 날의 오후 3시",1,8,1,0,1,"2",25,"4",0
"7752",38,"비욘드 더 포레스트",4,4,4,0,1,"4",19,"3",0
"7753",60,"비욘드 리뎀션",1,1,1,0,0,"4",19,"3",0
"7754",6,"비욘드 제로: 1914-1918",1,2,1,0,1,"3",17,"3",0
"7755",113,"비인간",3,3,3,0,0,"2",4,"1",0
"7756",1,"비전스",1,1,1,0,1,"1",9,"2",0
"7757",149720,"비정규직 특수요원",624,11133,6,0,1,"1",2,"1",0
"7758",696,"비정성시",2,6,2,1,0,"3",12,"2",0
"7759",1,"비즈니스 호텔 출장마사지",1,1,1,0,1,"2",1,"1",0
"7760",1460,"비치온더비치",49,265,10,0,1,"3",17,"3",0
"7761",234,"비치하트애솔",14,60,5,0,1,"4",22,"4",0
"7762",54,"비키니 라멘걸",1,1,1,0,1,"1",23,"4",0
"7763",54,"비키니 모델 아카데미",1,1,1,0,1,"3",3,"1",0
"7764",23,"비키니 워드 + 레드파워의 눈물",1,2,1,0,0,"1",18,"3",0
"7765",77,"비키퍼",4,4,4,1,0,"4",8,"2",0
"7766",128,"비터 머니",3,5,3,0,0,"3",22,"4",0
"7767",80,"비트레이얼",2,2,2,0,1,"1",5,"1",0
"7768",1,"비트윈 어스",1,1,1,0,1,"4",25,"4",0
"7769",18096,"비틀스: 에잇 데이즈 어 위크 ? 투어링 이어즈",326,1843,13,0,0,"3",15,"3",0
"7770",148,"비틀쥬스",3,4,3,0,0,"4",1,"1",0
"7771",8599,"비틀즈: 하드 데이즈 나이트",105,743,15,0,0,"1",7,"1",0
"7772",232,"비포 : 치즈와 초콜릿을 찾아서",1,2,1,0,0,"2",21,"3",0
"7773",4379,"비포 미드나잇",106,898,14,1,1,"1",9,"2",0
"7774",56478,"비포 선라이즈",350,5079,35,1,1,"1",24,"4",0
"7775",20736,"비포 선셋",334,1874,16,1,1,"2",25,"4",0
"7776",1,"비포 위 고",1,1,1,0,1,"3",26,"4",0
"7777",41,"비행기가 사라졌다",2,3,2,0,0,"1",11,"2",0
"7778",199,"비행사의 아내",3,3,3,0,0,"1",13,"2",0
"7779",102,"비행운",1,2,1,0,0,"1",23,"4",0
"7780",161549,"빅",710,3887,23,1,1,"4",1,"1",1
"7781",54,"빅 게임",1,1,1,0,0,"2",9,"2",0
"7782",1,"빅 스카이",1,1,1,0,1,"3",13,"2",0
"7783",85304,"빅 아이즈",650,5508,13,0,1,"4",15,"3",0
"7784",473,"빅 웨딩",2,34,2,1,1,"2",25,"4",0
"7785",2839,"빅 컨츄리",7,40,7,0,0,"3",12,"2",0
"7786",749,"빅 트레일",1,15,1,0,1,"1",26,"4",0
"7787",275,"빅 트리",1,6,1,0,1,"2",1,"1",0
"7788",70,"빅 퍼레이드",4,6,4,0,1,"4",19,"3",0
"7789",82,"빅 픽처",1,2,1,1,0,"3",15,"3",0
"7790",2813303,"빅 히어로",4217,62839,20,0,1,"4",8,"2",0
"7791",46,"빅건",1,3,1,1,0,"1",18,"3",0
"7792",0,"빅매치",2,2,1,0,1,"4",1,"1",1
"7793",0,"빅맨+모팻과 나+제임스 피어슨 이야기",1,2,1,0,0,"3",29,"5",0
"7794",55892,"빅뱅 메이드",166,1797,7,0,1,"2",23,"4",1
"7795",447220,"빅쇼트",1088,17318,16,0,1,"4",7,"1",1
"7796",4,"빅피시 스몰피시",1,1,1,0,0,"2",27,"4",0
"7797",159,"빈센트",2,4,2,0,0,"2",16,"3",0
"7798",1,"빈야드: 레드 와인의 저주",1,1,1,0,0,"3",6,"1",0
"7799",7,"빈집",1,2,1,1,1,"2",25,"4",0
"7800",38,"빌로우: 적과의 동거",1,1,1,0,0,"3",1,"1",0
"7801",23659,"빌리 엘리어트",243,1544,16,1,0,"2",7,"1",0
"7802",4059,"빌리 엘리어트 뮤지컬 라이브",53,117,49,0,1,"4",1,"1",0
"7803",98495,"빌리와 용감한 녀석들 3",486,3300,8,0,1,"1",16,"3",1
"7804",35937,"빌리와 용감한 녀석들: 치킨 히어로",524,2301,10,0,1,"4",21,"3",0
"7805",1230,"빌리의 새아침",1,20,1,0,1,"1",25,"4",0
"7806",28,"빗속의 방문객",1,1,1,0,0,"4",12,"2",0
"7807",1267,"빙점 '81",3,19,2,1,1,"1",21,"3",0
"7808",108,"빚잔치 2억-노리개의 시작",2,2,2,0,1,"1",19,"3",0
"7809",92,"빛을 향한 노스탤지어",2,2,2,0,0,"1",5,"1",0
"7810",1242,"빠삐용",7,25,7,1,1,"3",24,"4",0
"7811",2003,"빨간 마후라",7,48,7,0,1,"3",29,"5",0
"7812",54,"빨간 머리 여자",3,4,3,0,1,"1",26,"4",0
"7813",95,"빨간 벽돌",1,2,1,0,1,"1",23,"4",0
"7814",161,"빨간 풍선",3,4,3,1,0,"3",12,"2",0
"7815",34,"빵과 장미",1,1,1,1,0,"1",21,"3",0
"7816",64,"빼앗긴 거리",1,2,1,0,0,"1",24,"4",0
"7817",29,"빼앗긴 고향 후쿠시마",1,2,1,0,1,"1",18,"3",0
"7818",1,"빼앗긴 아내",1,1,1,0,1,"4",19,"3",0
"7819",1,"빼앗긴 아내의 순결",1,1,1,0,1,"2",1,"1",0
"7820",12187,"빽 투 더 퓨쳐",138,622,9,1,1,"4",1,"1",0
"7821",14253,"빽 투더 퓨쳐 2",147,773,8,1,1,"3",8,"2",0
"7822",1091,"뻐꾸기둥지위로 날아간 새",2,16,2,1,1,"4",12,"2",0
"7823",1,"뻑큐멘터리-박통진리교",1,1,1,0,1,"3",10,"2",0
"7824",43,"뼈",3,3,3,0,0,"2",2,"1",0
"7825",27008,"뽀로로 극장판 눈요정 마을 대모험",142,885,23,0,1,"4",1,"1",0
"7826",558,"뽀로로 극장판 슈퍼썰매 대모험",17,67,17,1,1,"1",30,"5",1
"7827",445786,"뽀로로 극장판 컴퓨터 왕국 대모험",1457,12928,40,0,1,"4",3,"1",1
"7828",53,"뽀빠이",1,1,1,0,0,"2",20,"3",0
"7829",1,"뽕2014(무삭제)",1,1,1,0,1,"1",23,"4",0
"7830",1,"뿜어낸 거유 여사원",1,1,1,0,1,"4",19,"3",0
"7831",0,"삐라",1,1,1,0,1,"1",26,"4",0
"7832",432,"사관과 신사",3,10,3,1,1,"1",16,"3",0
"7833",177,"사그라다 파밀리아 : 가우디의 유산",1,2,1,0,0,"3",29,"5",0
"7834",102,"사기",5,5,5,0,0,"4",9,"2",0
"7835",52,"사기당한 사람들",3,3,3,0,0,"4",5,"1",0
"7836",1,"사내 성욕 처리반",1,1,1,0,1,"4",2,"1",0
"7837",1,"사내연애발각-오피스정사",1,1,1,0,1,"4",8,"2",0
"7838",645922,"사냥",1774,28862,6,0,1,"2",23,"4",1
"7839",1,"사냥: 헌터스 킬러",1,1,1,0,0,"2",28,"4",0
"7840",134,"사냥꾼의 밤",3,3,3,0,1,"1",12,"2",0
"7841",48,"사느냐 죽느냐",3,3,3,0,1,"4",11,"2",0
"7842",25680,"사다코 대 카야코",351,2898,6,0,1,"4",29,"5",0
"7843",6247651,"사도",5100,124262,24,0,1,"3",3,"1",1
"7844",158,"사도행자: 특별수사대",1,1,1,0,0,"3",1,"1",0
"7845",1159,"사돈의 팔촌",36,161,13,0,1,"3",26,"4",0
"7846",184,"사드",2,3,2,0,0,"2",18,"3",0
"7847",17,"사라지는 외침 + 황혼의 코러스",1,2,1,0,0,"1",18,"3",0
"7848",45,"사라진 시간",3,4,3,0,0,"1",7,"1",0
"7849",163,"사라짐의 순서",2,3,2,0,0,"4",26,"4",0
"7850",59,"사람은 무엇으로 사는가",1,1,1,1,1,"1",24,"4",0
"7851",299,"사람이 산다",10,14,10,0,1,"1",24,"4",0
"7852",19,"사람이 하늘이다",1,2,1,0,1,"3",22,"4",0
"7853",31,"사랑 후에 남겨진 것들",1,1,1,1,0,"1",21,"3",0
"7854",49,"사랑: 세 도시 이야기",11,49,3,0,0,"3",24,"4",0
"7855",29,"사랑과 미움의 해협",3,3,3,0,1,"1",12,"2",0
"7856",1,"사랑과 성욕의 차이",1,1,1,0,1,"3",12,"2",0
"7857",81,"사랑과 슬픔의 여로",3,3,3,1,0,"1",23,"4",0
"7858",4377,"사랑과 어둠의 이야기",72,483,10,0,1,"2",14,"2",0
"7859",1,"사랑과 영혼 2016",1,1,1,0,1,"4",25,"4",0
"7860",220,"사랑과 욕망의 짐노페디",2,2,2,0,1,"1",4,"1",0
"7861",9148,"사랑과 음악사이",285,1534,4,0,1,"1",14,"2",0
"7862",97,"사랑니",3,6,3,1,1,"1",7,"1",0
"7863",1,"사랑만 있으면 되나요?",1,1,1,0,1,"3",29,"5",0
"7864",327,"사랑받지 못한 여자",14,19,1,0,1,"4",19,"3",0
"7865",872,"사랑방 손님과 어머니",4,27,4,0,1,"4",9,"2",0
"7866",709,"사랑아 나는 통곡한다",3,22,3,0,1,"2",20,"3",0
"7867",286,"사랑에 관한 짧은 필름",4,6,4,1,0,"2",16,"3",0
"7868",5174,"사랑에 대한 모든 것",80,202,19,0,1,"4",1,"1",0
"7869",1326,"사랑에 미치다",46,251,4,0,1,"2",18,"3",0
"7870",0,"사랑에 빠진 것처럼",2,3,2,1,0,"4",8,"2",0
"7871",1,"사랑에 빠진 여자",1,1,1,0,0,"1",16,"3",0
"7872",1,"사랑에도 저작권이 있나요?",1,1,1,0,1,"1",21,"3",0
"7873",2546,"사랑은 부엉부엉",49,314,9,0,0,"4",1,"1",0
"7874",508,"사랑은 비를 타고",7,20,7,0,1,"3",22,"4",0
"7875",284,"사랑은 없다",1,1,1,0,1,"2",2,"1",0
"7876",86,"사랑은 타이핑 중!",4,8,3,1,0,"3",1,"1",0
"7877",238,"사랑을 위하여",5,6,5,0,0,"4",10,"2",0
"7878",810,"사랑을 위한 여행",6,18,2,0,1,"2",30,"5",0
"7879",691,"사랑을 카피하다",5,22,5,1,0,"2",4,"1",0
"7880",3724,"사랑을 합시다",10,60,10,0,1,"4",4,"1",0
"7881",54,"사랑의 난",1,1,1,0,1,"2",9,"2",0
"7882",42,"사랑의 노래",2,2,2,0,0,"3",26,"4",0
"7883",41,"사랑의 덫",2,3,2,0,0,"3",22,"4",0
"7884",606,"사랑의 변주곡",5,18,5,0,0,"4",4,"1",0
"7885",1010,"사랑의 별장",2,15,2,0,1,"3",29,"5",0
"7886",90,"사랑의 보금자리 & 셜록 주니어",3,3,3,0,1,"1",7,"1",0
"7887",70,"사랑의 상처",3,4,3,0,0,"1",19,"3",0
"7888",4,"사랑의 서커스",1,2,1,0,0,"2",27,"4",0
"7889",43,"사랑의 섬",2,2,2,0,0,"3",10,"2",0
"7890",54,"사랑의 소용돌이",1,1,1,0,1,"1",16,"3",0
"7891",1081,"사랑의 스잔나",2,15,2,1,1,"4",28,"4",0
"7892",344,"사랑의 슬픔 애수",5,10,5,1,1,"4",5,"1",0
"7893",13,"사랑의 시간",2,2,2,1,0,"1",3,"1",0
"7894",5003,"사랑의 시대",62,391,10,0,0,"4",1,"1",0
"7895",37,"사랑의 이발소",1,2,1,0,1,"1",26,"4",0
"7896",1451,"사랑의 전주곡",1,20,1,0,1,"1",26,"4",0
"7897",1325,"사랑의 조건",2,15,2,1,1,"3",3,"1",0
"7898",1434,"사랑의 종이 울릴 때",1,16,1,0,1,"1",9,"2",0
"7899",1,"사랑의 한방울까지-즙남",1,1,1,0,1,"4",9,"2",0
"7900",15331,"사랑이 이긴다",102,635,19,0,1,"4",26,"4",0
"7901",11491,"사랑이 이끄는 대로",106,701,8,0,0,"2",25,"4",0
"7903",450,"사랑하는 시바여 돌아오라",1,18,1,0,1,"3",6,"1",0
"7904",54,"사랑할 때 사랑받을 때",1,1,1,0,1,"2",16,"3",0
"7905",1852,"사랑할 때와 죽을 때",9,46,9,0,1,"1",28,"4",0
"7906",59,"사랑해 사랑해",3,4,3,0,0,"2",25,"4",0
"7907",0,"사랑해! 진영아",1,1,1,1,1,"3",22,"4",0
"7908",115,"사랑해, 리우",1,1,1,0,0,"1",7,"1",0
"7909",10827,"사랑해, 매기",155,705,12,0,0,"2",25,"4",0
"7911",11,"사막에서 연어낚시",2,3,2,0,0,"4",5,"1",0
"7912",397,"사막의 여우 롬멜",1,6,1,0,1,"4",2,"1",0
"7913",48,"사막의 장미",2,2,2,0,0,"3",17,"3",0
"7914",64,"사망유희",12,56,4,1,1,"3",24,"4",0
"7915",7,"사망탑의 결전",1,2,1,0,0,"2",29,"5",0
"7916",1,"사모안 웨딩",1,1,1,1,0,"3",26,"4",0
"7917",93,"사무라이 반란",2,2,2,0,1,"3",1,"1",0
"7918",60,"사무라이헌터",1,1,1,0,1,"4",21,"3",0
"7919",57,"사부: 영춘권 마스터",9,15,4,0,0,"1",19,"3",0
"7920",2142,"사브리나",7,44,7,0,1,"1",12,"2",0
"7921",152,"사샤의 북극 대모험",1,1,1,0,0,"4",12,"2",0
"7922",2,"사슬-두여자의유혹-무삭제",1,1,1,0,1,"2",8,"2",0
"7923",116,"사슬 - 두 여자의 유혹",20,20,1,0,1,"1",6,"1",0
"7924",175,"사십구일의 레시피",4,6,4,0,1,"2",9,"2",0
"7925",1,"사악한 정사",1,1,1,0,1,"2",11,"2",0
"7926",7,"사요나라",2,2,2,0,1,"3",20,"3",0
"7927",43,"사우스 스트리트의 소매치기",2,3,2,1,1,"4",3,"1",0
"7928",50,"사우스바운드-죽음의 고속도로",1,1,1,0,1,"2",11,"2",0
"7929",100785,"사우스포",460,6516,7,0,1,"3",5,"1",0
"7930",13037,"사운드 오브 뮤직",106,724,18,1,1,"3",24,"4",0
"7931",23651,"사울의 아들",164,1221,13,0,0,"4",11,"2",0
"7932",0,"사월의 끝",1,1,1,0,1,"3",3,"1",0
"7933",1,"사이드트랙크드",1,1,1,0,0,"4",9,"2",0
"7934",133,"사이버 세상에 대한 몽상",1,2,1,0,1,"2",25,"4",0
"7935",10,"사이보그",1,1,1,0,1,"1",18,"3",0
"7936",208,"사이비",5,19,4,1,1,"1",19,"3",1
"7937",9,"사이에 갇힌",2,3,2,0,0,"3",17,"3",0
"7938",23586,"사이코패스",119,1198,6,0,1,"1",21,"3",0
"7939",94750,"사일런스",900,5853,19,0,1,"4",2,"1",0
"7940",4603,"사일런트 하트",45,367,7,0,0,"3",5,"1",0
"7941",54,"사자왕: 거대 전쟁의 시작",1,1,1,0,1,"4",1,"1",0
"7942",13,"사제출마",5,14,3,1,0,"1",28,"4",0
"7943",54,"사채빚 2억-불어난 이자",1,1,1,0,1,"1",14,"2",0
"7944",48,"사촌들",3,3,3,1,0,"4",9,"2",0
"7945",165,"사촌여동생",20,20,1,0,1,"2",8,"2",0
"7946",1,"사케와 뜨거운 정사",1,1,1,0,1,"4",4,"1",0
"7947",1,"사쿠라 여자 수용소",1,1,1,0,1,"3",5,"1",0
"7948",1,"사쿠라이 아유의 유혹",1,1,1,0,1,"3",29,"5",0
"7949",1,"사쿠란-관능의 시대극 무삭제판",1,1,1,0,1,"2",9,"2",0
"7950",1,"사탄의 부활",1,1,1,0,1,"4",14,"2",0
"7951",54,"사탄의 사자: 망자의 저주",1,1,1,0,0,"3",3,"1",0
"7952",2327,"사하라",2,26,2,0,1,"1",9,"2",0
"7953",50,"사형수 탈옥하다",3,3,3,0,0,"2",28,"4",0
"7954",22,"사회학자와 곰돌이",1,3,1,0,0,"3",13,"2",0
"7955",1249,"산",4,18,4,0,1,"4",1,"1",0
"7956",3,"산 속의 관",1,1,1,0,0,"3",24,"4",0
"7957",3968,"산다",82,605,12,0,1,"4",26,"4",0
"7958",10,"산리즈카 - 제2요새의 사람들",2,2,2,0,1,"3",22,"4",0
"7959",103,"산리즈카에 살다: 나리타 이야기",4,6,4,0,1,"1",25,"4",0
"7960",10,"산리츠카 : 헤타 마을",2,2,2,0,1,"3",22,"4",0
"7961",248,"산쇼다유",7,7,7,0,1,"1",12,"2",0
